nUMIs	nGenes	cell_type
1392	601	B
965	520	B
2959	1033	B
3961	959	B
876	481	B
9686	1362	B
2433	800	T
4621	1481	B
5403	1679	B
1763	703	B
1582	695	B
5112	1547	B
4142	1361	T
1762	1001	B
2348	931	T
2280	983	T
5778	1339	B
961	603	B
4062	1356	T
1560	620	B
3542	1048	B
6591	1928	T
4008	1163	B
2556	897	T
2442	977	B
4643	1456	B
3949	723	B
4870	1473	B
2435	1003	T
1760	903	B
510	350	T
3533	1041	B
5327	1943	T
2719	1080	B
761	129	B
2717	801	B
2679	938	B
4170	1273	T
1168	541	B
1156	401	B
3886	464	B
5772	1713	B
5572	1605	T
3182	1081	B
798	428	B
2897	954	B
3799	1297	T
2072	904	B
3116	974	B
2848	1074	B
598	288	B
4877	1930	B
4099	1319	B
660	398	B
3938	749	B
1486	710	B
2073	826	B
4929	1389	T
1251	605	B
3706	1023	T
1203	629	B
2349	940	B
666	423	B
1142	416	B
1604	693	B
2412	910	T
1371	574	B
1067	144	B
2717	1131	B
3543	1003	T
778	140	B
746	504	B
1054	508	B
4378	1159	B
666	338	B
2793	830	B
530	280	T
4487	1088	B
2494	738	B
755	429	T
1460	559	B
1170	159	B
6537	1944	T
1595	801	B
2435	904	B
2830	889	B
2207	843	T
11606	2741	T
1628	749	B
3629	808	B
3313	1115	B
7713	2134	T
1688	857	B
1298	667	B
1862	740	B
10058	2632	B
1108	606	B
2652	497	T
925	440	B
4228	1449	T
5118	1595	B
3115	965	B
1350	726	T
1549	776	B
9230	2270	B
992	533	B
2549	902	B
4597	1219	B
3271	962	B
1794	972	T
2868	990	T
1105	516	B
2143	777	B
5481	1383	B
1574	699	T
758	378	B
4457	1308	B
3519	947	B
3027	1088	B
1132	474	B
4001	1265	B
4161	1050	B
1691	812	B
1967	1003	B
656	362	B
1258	445	B
2061	713	B
7700	2114	T
4862	1559	T
3825	971	T
6730	1842	T
3051	936	B
8946	2289	T
4727	1603	T
1764	820	T
1470	539	T
2437	1017	B
684	337	B
2544	565	B
2383	783	B
2515	851	B
3700	1409	T
3334	1096	B
4601	1520	T
2417	210	B
20411	3653	T
1542	742	B
2433	1119	B
1922	210	B
1274	615	B
3572	1041	B
2032	884	B
3806	1321	B
782	405	B
8362	2054	T
1784	865	B
1076	565	B
2557	709	B
2065	680	B
2408	1176	T
2546	959	B
5057	1513	B
2651	277	B
520	373	B
626	423	B
1821	697	B
3733	1047	B
5695	1783	B
1272	451	B
5140	1360	T
1610	664	B
640	415	B
1267	612	B
3370	1023	T
2629	845	B
782	423	T
1517	645	B
2147	868	B
1823	627	B
1405	651	B
2509	836	T
3586	1153	B
1984	739	T
8323	2078	B
1650	691	B
963	634	B
3636	973	B
2727	965	B
2385	845	B
1170	617	B
3090	873	B
6688	1616	T
2038	798	T
5086	1264	B
4081	1386	B
4941	1526	T
968	513	B
10759	2198	B
3108	1061	B
3596	816	T
5011	1513	T
1510	659	B
875	174	B
2955	1096	B
1177	514	B
4387	1149	T
2284	974	B
2677	950	B
4374	1067	B
3439	1098	B
1001	591	B
3116	911	B
3183	1213	T
5985	1681	T
1868	1070	T
3043	1243	B
1180	662	B
675	335	B
3374	1245	B
1060	575	B
3034	1209	B
3918	1403	T
514	306	B
2861	1199	T
7378	2129	T
521	298	B
1731	715	B
8670	2437	B
2973	1032	B
3635	1183	B
606	302	B
2388	870	T
4186	1383	B
796	402	B
3500	948	B
5816	1434	T
5500	1808	B
2384	1109	B
3109	1137	B
3723	1307	B
3887	1125	B
3003	1027	B
1838	548	B
1871	266	B
757	429	B
1266	552	B
2549	1092	B
3317	837	T
3299	1109	B
4821	1540	B
2952	1023	B
8652	2221	T
4615	1072	B
930	166	B
7205	1904	T
2656	749	B
5407	1707	T
3252	1010	B
1557	712	B
3837	1153	B
3640	1130	B
6162	1755	T
5314	1642	T
2027	837	B
4924	1490	T
2917	1106	B
1164	634	T
878	568	B
3284	1056	B
674	469	B
2368	941	B
5254	1588	T
2993	1086	T
2364	597	B
6455	1761	B
716	164	B
3345	1200	T
2680	854	B
681	411	B
1033	388	B
800	457	T
5068	1630	B
4540	1498	B
2914	1008	B
5100	1659	B
6279	1910	B
2236	226	B
4018	1369	B
7163	2042	B
2451	551	T
1713	669	T
2016	919	B
3026	1083	B
2741	650	B
7032	1915	T
4130	1334	B
2276	824	B
3883	1177	B
4956	1318	T
3727	1168	B
1780	715	B
1640	623	T
3912	1013	T
6413	1705	B
2897	858	B
3860	1129	B
4404	1299	B
2976	991	B
1518	803	B
3005	1156	B
869	486	T
875	384	B
3996	1349	B
618	367	B
3831	1049	B
2053	680	B
668	366	B
1139	394	B
8330	1519	T
5740	1787	B
1646	836	B
639	369	B
2448	892	B
944	495	B
4801	1575	B
1326	547	B
5335	1414	B
2738	1074	B
1889	742	B
2785	1045	T
1472	688	B
7662	2172	T
2859	1056	B
14623	2956	T
4238	1366	B
1173	368	B
4614	1323	T
3917	1023	T
3118	1250	B
1022	421	B
8639	2252	T
4685	1253	B
1803	791	B
5081	1533	B
2437	1050	B
4449	1335	B
3771	1108	T
1660	868	B
3311	1045	T
1284	584	B
2302	988	B
1465	693	B
3096	1022	B
4556	1454	B
5489	1554	B
1212	802	B
2807	1040	B
4086	1222	T
2281	414	B
3902	1302	B
3439	1248	B
5101	1413	B
1572	794	B
883	474	B
601	363	B
1751	731	B
1015	459	T
2402	880	B
2605	1059	B
6143	1667	T
2638	864	B
2628	874	B
3766	1292	B
2655	1030	B
6597	1831	B
840	495	B
4224	1501	T
9808	2317	B
3979	1056	T
2312	801	T
747	416	T
2115	867	B
8926	1807	T
3739	1240	T
7619	1874	B
4251	1563	B
3804	760	B
10122	2208	T
1572	198	B
3093	1011	B
1614	742	T
2067	871	B
1563	703	B
1531	538	B
4605	1737	B
623	345	B
7033	2063	T
866	150	B
4186	1282	B
3221	1226	T
4455	1369	B
3164	1058	B
2751	949	B
11206	2606	B
937	388	B
2340	942	B
3920	1346	B
3624	1371	B
1009	578	B
5611	1633	T
2524	1078	T
2989	1077	B
3601	957	T
889	583	B
5536	1686	B
3289	950	T
887	533	B
3243	902	T
7588	1538	B
2904	896	B
1218	708	B
4859	1495	T
1545	785	B
3476	922	B
1557	772	B
4302	1418	T
2417	490	B
1641	723	B
1480	733	B
7473	1676	T
3755	1243	B
1621	914	B
8618	2093	T
2683	899	T
3240	1084	B
1862	748	B
2151	849	B
4955	937	B
2145	869	B
1627	679	B
3619	1558	T
652	427	B
2864	933	B
3943	1114	B
1956	769	B
3359	1087	T
1705	729	T
1663	780	B
1411	632	B
3763	1136	T
4738	937	B
3929	1269	T
2550	372	B
1333	330	B
4297	1485	B
2187	840	B
600	322	B
1071	566	B
3323	1105	B
4598	1097	B
739	405	B
4818	1532	B
4005	1294	T
1104	325	B
1171	456	B
521	284	B
2415	864	T
5474	1531	T
2978	1016	B
3445	1337	B
1726	874	B
2285	928	B
4884	1601	T
1848	811	B
3092	1120	B
4005	1288	T
15606	3123	T
2735	1032	B
3026	1009	B
1354	781	B
3022	864	T
1132	720	B
1967	743	B
2871	1055	B
5576	1848	B
3518	868	T
5158	1537	B
3189	1269	B
3570	1135	B
2821	1056	B
549	327	B
6275	1492	T
3903	1153	T
8002	1870	B
714	456	B
514	148	B
2135	734	B
735	450	B
5072	1481	T
2722	968	B
3513	1224	B
2994	1043	T
3263	1060	B
2693	1062	B
3138	1020	B
1467	663	B
8227	2080	T
1781	693	B
3742	1001	B
1929	779	B
990	558	T
2148	905	B
9267	2145	T
1850	915	B
1982	691	B
2243	1044	B
2533	982	B
4811	1190	T
3136	930	B
2648	989	B
2452	556	B
1925	667	B
2958	1159	T
2470	873	B
2368	811	B
507	259	B
2095	884	B
3049	1050	B
1878	499	B
568	259	B
2760	1042	T
3407	1347	B
3068	1028	B
1776	686	B
1655	850	B
1842	737	T
2713	1010	T
3992	1048	T
4829	1456	T
5755	1786	B
1032	619	B
3467	1450	B
678	377	T
2480	975	T
3051	924	B
5216	1758	T
2808	1207	B
3385	1113	B
1762	741	B
3701	1238	B
3209	1109	T
859	439	T
1562	237	B
603	306	B
1323	543	B
3108	1076	B
1774	183	B
2822	1154	T
6121	1637	B
3072	1103	B
1794	734	T
921	523	B
4905	1762	B
755	401	B
2797	1169	T
2645	987	B
3339	1147	B
742	476	B
1166	554	B
914	454	B
2794	1027	B
4144	1189	T
4284	1129	B
2405	1215	T
6041	1232	B
2495	794	B
1073	661	B
3363	1089	B
3943	1340	T
4161	1129	B
881	572	B
537	330	B
1395	632	B
6702	1755	B
2414	1014	T
4586	946	B
2359	867	B
3897	1286	B
3628	1241	T
1026	556	B
1241	698	B
4244	1327	B
5425	1527	B
1877	768	B
5009	1191	B
3461	938	B
1871	497	B
1772	772	B
1851	717	B
3421	1080	T
578	403	B
2211	948	B
2389	948	B
3362	1161	B
921	499	B
8069	2043	B
3111	654	B
2259	821	T
1442	566	B
1577	700	B
2159	893	B
1194	797	B
3319	1150	B
5604	1643	T
3325	1150	B
2147	756	B
1702	828	B
3231	1163	B
789	460	B
812	503	B
576	352	B
8637	2120	B
2364	815	B
5461	1602	B
986	503	B
2071	707	B
2458	910	B
683	417	B
872	573	B
1235	637	B
3323	1114	T
1260	133	B
3914	1100	B
2816	1012	B
1813	708	B
2496	954	B
998	481	B
2016	790	B
4138	961	B
852	233	B
3936	1275	B
2797	1084	T
3829	1276	B
670	205	B
2109	764	B
2670	799	T
2744	1007	B
1422	350	B
3849	1386	B
7158	1734	B
2609	1058	T
6763	1482	B
2394	836	B
776	482	B
3050	897	B
1422	721	B
754	369	B
3653	1194	B
1143	531	B
3604	1103	B
1199	592	B
1203	629	B
2633	930	T
969	525	B
958	590	B
1713	745	B
5278	1658	T
2794	775	B
6920	2070	B
1296	505	B
2536	857	T
3627	1034	B
3999	1346	B
678	399	B
2319	994	B
1723	720	B
4399	1045	B
2128	721	B
4773	1503	T
5154	1327	B
1502	685	B
777	444	B
3049	1026	B
1988	748	B
2007	815	B
4418	1448	B
4566	1391	T
12136	2677	T
1440	793	B
2065	894	B
733	445	B
752	493	B
1455	551	B
4981	1266	T
2819	1054	B
2381	993	B
4126	1190	B
9560	2250	B
2146	838	T
5253	1529	T
614	374	B
1336	289	B
4016	1364	B
3333	859	B
1561	747	B
2685	980	B
1796	798	B
1330	614	B
2442	873	B
2959	1107	B
1956	843	B
690	404	B
727	384	B
2915	876	T
10562	2521	B
1492	347	T
8060	2039	T
1818	646	B
3039	1049	B
2969	870	B
2953	1054	T
6152	1348	B
712	401	T
3466	1081	B
5626	1534	B
1229	174	B
3651	1223	B
7241	2008	B
1916	778	T
555	388	B
1461	683	T
1143	529	B
2937	904	B
2480	968	T
1587	779	B
4812	1606	B
1990	920	B
2181	916	B
3204	1158	T
3527	1171	B
7482	1981	T
591	340	B
6056	1781	B
5258	1756	B
3380	1264	B
2352	961	B
3467	1241	B
940	526	B
2815	1063	B
2316	878	B
4407	1167	B
855	264	B
2932	1111	B
6620	1181	B
3339	948	B
7018	1949	B
2510	1022	B
2532	1090	T
1609	545	B
1860	723	B
3425	1379	T
3749	1188	B
1891	806	B
9593	2307	B
562	319	B
7440	1469	B
2531	874	B
3421	1065	B
4276	1195	B
2610	978	B
4494	1380	T
6594	1651	B
2428	1148	B
2481	434	B
961	261	B
2112	856	B
1336	608	B
1709	632	B
755	376	B
4775	1416	B
589	311	B
2466	977	B
5185	1514	T
1186	478	B
3775	1319	B
6606	1762	B
1621	684	B
2374	881	B
4080	1186	B
7096	1980	B
5801	1662	B
1271	550	B
6563	1653	T
6190	1964	B
2568	960	B
8919	2229	B
563	381	B
3374	1107	B
2846	957	B
1217	551	B
5223	1589	B
1891	948	B
6297	1729	B
1476	165	B
2409	1029	B
2922	879	T
4695	1072	B
3373	976	B
3058	1041	B
6085	1774	B
1366	551	B
2992	980	B
2817	829	B
2605	1061	T
1607	614	B
509	314	B
751	485	B
2489	1009	B
2751	996	B
2190	981	B
1366	665	B
2981	1044	B
12001	2479	T
1700	648	B
1490	564	B
3692	1148	T
1556	527	B
553	131	B
1438	724	B
1736	906	T
3519	1282	T
2891	926	B
836	462	B
6016	1683	T
5198	1582	B
5485	1753	B
4688	1224	B
2379	839	B
972	436	B
1677	651	B
3228	1009	B
9873	2622	T
5199	1751	B
2195	530	B
1244	475	B
4445	1408	T
1838	422	B
4705	1476	T
3603	1178	B
3184	1028	B
1607	376	B
1350	770	B
2833	1099	B
623	301	B
977	494	B
2225	929	B
5796	1644	T
2646	1001	B
2117	867	B
695	166	B
6231	1665	B
1367	265	B
7048	1713	B
8537	2195	B
3410	1303	B
3087	1194	B
2778	1001	B
2341	937	B
3218	1404	B
2431	985	B
4226	1417	B
1760	553	B
6490	1960	T
1151	661	T
8641	2306	T
1310	691	B
2371	937	B
1348	573	B
636	332	B
831	436	B
3100	1226	B
1128	628	B
5567	1775	T
9625	2525	T
4793	1580	B
1827	842	B
2714	1017	B
1362	771	B
819	265	B
2341	1058	T
1768	846	B
2530	230	B
5336	1502	T
584	338	B
1022	184	B
2789	1129	B
1525	698	B
4548	1053	B
3833	1237	B
1520	834	B
8843	2297	T
1558	549	B
1812	855	B
2914	1167	B
5345	1515	B
1590	641	B
872	490	B
2605	980	B
1404	599	B
3569	1157	B
1822	888	T
1237	563	B
1218	697	T
3131	1059	B
7675	1918	B
1394	496	B
3441	1210	T
2403	670	B
1931	237	B
4456	1408	B
2455	924	B
2038	832	B
5632	1637	T
2312	879	B
3435	1070	B
3006	1118	T
2371	1021	B
1172	162	B
5091	1149	B
4058	1096	B
3151	618	B
2813	817	B
1092	526	B
1339	508	B
1283	677	T
2968	697	B
2088	851	T
2821	1090	B
2749	1006	B
526	268	B
2408	973	B
1100	483	B
2311	949	B
3956	1278	B
573	313	B
3626	1131	B
3804	1286	B
1255	646	B
853	480	B
2245	859	B
3704	1296	T
1618	742	B
3962	1323	B
1838	789	T
3186	1227	B
712	120	B
3194	962	B
7089	2036	B
1395	652	B
8120	2109	B
5455	1448	B
3015	1101	B
5823	1495	B
2536	877	B
4241	1431	T
3097	1001	B
733	115	B
2632	790	B
6014	1828	B
1924	825	B
2380	841	B
6928	1979	B
2739	1052	B
3944	1212	B
5318	1699	T
2022	810	B
2517	1019	B
2620	871	T
7301	2145	B
3772	1127	B
4054	1031	B
1692	630	B
1626	664	B
3858	1193	B
3498	1261	T
809	533	B
2052	837	B
3090	854	T
4730	1463	B
3459	1245	T
6837	2046	B
790	523	B
2144	905	T
2081	853	B
1187	649	T
887	365	T
2850	1006	B
9200	2144	T
5063	1642	B
3795	1272	B
1880	795	B
3809	1308	B
2446	1053	B
5790	1516	B
2468	933	B
5980	1714	B
2553	1016	B
5656	2027	B
3153	1160	B
4116	832	B
932	607	B
4329	1534	T
4718	1203	B
5484	1547	B
4051	1159	B
3483	1280	B
3909	1139	B
1861	662	B
635	405	B
3015	1090	B
3121	1171	T
2406	1054	B
1446	699	B
769	519	B
1027	643	B
516	292	B
6019	1738	B
6485	1744	B
782	419	B
1392	461	B
5433	1750	B
2853	214	B
4651	1496	T
1199	629	B
3277	1087	B
1684	769	B
4456	1478	B
1620	634	B
2930	907	B
2186	836	B
802	463	B
2159	650	B
2369	827	B
2253	948	B
2685	1037	B
1947	859	B
3211	902	B
2292	971	B
1385	639	B
2759	1205	B
592	326	B
7265	2068	B
5442	1572	B
2733	1121	B
5191	1605	T
2353	1008	B
2647	976	B
794	463	B
1284	881	B
7656	2034	T
3492	1247	B
6593	2080	T
3796	1257	T
1936	829	B
2799	1002	B
3888	1408	T
1055	539	B
3594	1295	B
2294	883	B
1456	651	B
5153	1230	B
2993	904	B
3509	1075	B
2781	1068	T
1881	370	B
2207	858	B
2671	1072	B
3537	975	B
3217	1212	B
2466	383	B
3758	1220	B
5095	1411	B
3855	1150	B
1200	520	B
2878	888	B
544	301	T
2045	873	B
2448	960	B
2008	771	B
4632	1280	B
1688	739	T
846	566	B
767	480	B
1393	662	B
1260	603	B
716	361	B
558	341	B
4471	1476	B
2618	1116	B
5329	1374	T
2610	1086	T
1115	214	B
4378	1371	B
3540	1350	T
1866	543	B
943	186	B
7314	2038	B
5238	1495	T
1643	991	B
3648	1300	B
5028	1511	T
6631	1988	B
5806	1727	B
1250	805	B
1759	925	B
1474	569	B
4970	1661	T
1480	692	T
3257	1214	B
4449	1503	B
724	431	T
784	435	B
1045	697	B
1156	589	T
3619	1215	B
2393	752	B
3530	1218	B
1989	909	B
926	517	B
2581	951	B
2723	1113	B
3601	907	T
1503	524	B
4371	1471	B
1742	760	B
2929	1491	B
2039	850	T
5438	1641	T
7941	2172	B
4468	1450	B
3785	1072	B
975	578	B
1522	748	B
2200	716	B
2442	811	B
795	166	B
3614	1265	T
2549	883	B
4660	1422	B
5298	1518	T
4279	1302	B
538	257	B
1003	586	B
4469	1156	T
3379	1118	B
7393	1788	B
702	435	B
2530	884	T
826	525	B
1760	833	T
3052	1013	B
5127	1773	B
3506	1150	B
2917	1088	B
5732	1634	T
665	339	B
1946	785	B
729	474	B
3946	1024	B
3996	1338	B
4506	1558	B
1375	220	B
1351	649	B
2617	519	B
3065	677	B
3948	1164	B
1986	650	T
5306	1676	B
3101	1158	B
3857	1318	B
3377	1205	T
1786	785	B
2879	943	B
1583	800	B
3041	1177	B
614	364	B
945	431	T
4377	1429	T
2932	233	B
770	437	B
3890	1204	B
3575	1153	T
2473	1068	T
3673	1133	T
3488	1083	B
3231	1176	T
3601	1228	T
2454	765	T
769	397	B
3621	1183	B
1057	173	B
1114	612	B
2138	912	B
1913	244	B
1490	693	T
3792	1018	B
2685	942	B
1594	683	B
908	533	B
3996	1399	T
3835	1039	T
1768	898	B
5273	1613	B
631	304	B
947	477	B
2270	920	B
3953	1344	B
2932	896	B
2540	814	B
2619	775	B
6351	1756	T
3176	1025	B
3488	1221	T
1746	663	B
6004	1653	B
775	487	B
548	373	B
1391	654	T
2423	833	B
2394	1004	B
4823	1577	B
5035	1390	B
1622	687	B
1748	754	B
1937	834	T
2032	944	B
2245	742	B
630	359	B
938	606	B
4800	1793	B
1493	670	B
4119	1043	B
3786	1478	T
5304	1482	B
7093	1852	B
1018	596	B
3458	1036	B
3938	1283	T
2959	928	B
3089	1102	B
3444	1218	B
2499	849	B
4173	1113	B
2957	803	T
1142	576	B
1856	770	B
934	363	B
2576	875	B
932	420	B
2230	753	B
6960	1770	T
3450	880	B
1293	667	B
3666	1209	B
3043	1055	B
1150	602	B
1872	902	B
1473	644	B
1465	720	B
3674	1263	B
2549	996	B
3526	1222	T
7019	2067	T
2215	844	B
3897	1240	T
3204	920	B
2726	810	B
2590	978	T
1566	759	B
994	483	B
932	452	B
1109	392	B
2953	1054	B
3882	1385	B
3123	992	T
1481	652	B
1127	700	T
1179	499	B
1850	892	B
3316	969	B
2404	961	B
3312	999	B
5279	1190	B
3408	1023	T
4065	1294	T
1299	847	B
6879	2132	B
3633	1196	B
5791	1807	B
785	458	B
3489	1322	B
2329	910	T
1056	568	B
564	407	T
1042	688	B
526	346	T
721	489	B
1054	616	T
2506	907	B
2294	1166	B
8412	1912	B
4692	1184	B
3751	1259	B
880	445	B
4442	1286	B
4590	1521	T
1480	643	B
909	523	B
3037	1015	T
2471	858	B
2126	947	B
2041	859	B
2539	1087	B
2393	916	B
3380	855	B
11570	2504	T
3167	1206	B
2703	1241	B
1533	211	B
1803	860	B
3332	1104	B
2316	783	B
4781	1476	T
3086	1137	B
2668	1024	B
1034	569	B
6279	1757	B
1941	810	B
850	464	B
5346	1588	T
612	371	T
3463	879	T
3169	965	B
1424	656	B
2423	908	B
3985	1261	B
4010	1557	B
2089	918	B
3074	903	B
4168	1200	B
2189	886	B
3276	1296	T
2320	794	B
1788	885	B
3030	1214	T
3539	1233	T
505	305	B
1448	695	B
3511	1079	B
2934	1079	B
535	333	B
1995	483	B
2549	868	B
5772	1673	B
3907	1236	T
3922	1115	B
3851	1245	B
1709	700	B
1919	796	B
2484	1089	B
4108	1120	B
1046	467	B
3585	1087	B
1148	537	B
850	362	B
4945	1461	T
634	365	B
4500	1458	B
827	476	B
3869	1360	B
648	278	B
874	363	B
9090	2287	T
4236	1343	B
9760	2397	B
2308	1044	T
5898	1112	B
2674	1047	T
7400	1713	B
3150	1025	B
5100	1484	T
3800	712	B
2896	1097	T
3133	1216	B
2465	776	B
2208	869	B
2272	882	B
4313	1398	B
6042	1807	B
1682	723	B
2730	826	T
1928	815	B
4095	1261	B
2658	960	B
1589	681	B
2099	911	B
2827	887	B
2927	948	B
971	573	B
1596	586	B
886	163	B
6295	1968	B
608	151	B
731	437	B
1893	854	T
1753	829	B
2064	910	B
2639	1019	B
6558	1523	B
619	368	B
2662	1175	B
2101	836	B
4624	1109	B
2572	965	B
5542	1380	B
1464	779	B
3572	1245	B
10290	1911	T
850	446	B
4305	1380	B
2685	928	B
1696	724	B
7099	1744	B
4909	1362	B
1465	160	B
1068	575	B
2519	985	B
1864	244	T
4052	1290	B
1049	538	B
4744	1541	B
4810	1484	B
4193	1493	B
1420	629	B
2124	766	B
5041	1726	T
2881	1220	B
4582	1581	T
1792	204	B
3919	1225	B
2173	845	B
7056	1777	B
2076	827	B
1954	822	T
763	525	B
594	353	B
2827	1062	B
3433	1424	T
4027	936	B
1088	643	B
6460	1840	B
3796	1337	T
5337	1626	B
3563	1266	B
4654	1401	B
915	595	B
4037	1183	B
2055	270	B
4704	1256	T
2327	930	T
760	422	B
1559	755	B
3667	1257	B
1368	588	B
1911	808	B
2778	947	B
1305	621	B
4938	1278	T
1758	762	T
5609	1541	B
659	424	B
869	518	B
970	436	B
6631	1842	B
1565	697	B
1068	297	B
1024	571	B
7578	1930	T
6531	1651	B
1613	487	B
1694	667	B
2037	842	B
4916	1312	B
678	458	B
1786	262	B
1133	605	B
3284	1044	B
2880	1002	B
1904	819	B
2707	1065	B
3772	1247	T
3743	1131	T
5899	1701	T
2517	856	T
5628	1611	B
1809	734	B
1471	750	B
5202	1434	B
2881	1334	T
1580	621	B
5032	1489	B
3088	1195	T
2727	1117	B
4565	1381	B
1472	783	T
1225	577	T
2101	1016	T
2259	851	B
641	374	B
2759	1035	B
4801	1480	T
5053	1635	B
1248	593	B
723	473	B
2209	573	B
6065	1478	B
2439	946	B
1693	679	B
3677	1181	B
3214	1088	T
2679	1023	B
3469	1063	B
3604	1063	B
5383	1664	B
2488	961	B
2615	1144	T
4265	1128	T
3928	1242	B
2981	1099	B
5128	1553	B
7704	1596	T
5870	1786	B
811	389	B
6279	1808	T
3658	1146	T
5354	1506	B
1232	560	B
2078	923	B
11165	2589	B
994	384	B
4723	1099	B
6035	1710	B
4534	1576	B
1575	742	B
982	465	B
6109	1674	B
1486	632	B
1164	546	B
732	379	T
2932	1386	B
6146	1772	T
2158	948	T
3416	835	B
922	422	B
5846	1247	B
1132	549	B
2108	895	T
3873	1101	T
5499	1649	B
3876	1243	B
5232	1516	B
3777	1297	B
1529	731	B
677	189	B
2582	1184	B
2987	1009	B
5878	1563	T
4077	1151	B
2313	894	B
1326	613	B
870	515	B
7372	1923	T
3659	1153	B
731	406	B
2781	1118	B
2895	1133	T
1681	709	B
4577	1515	T
565	343	B
1241	667	B
4525	1138	B
2131	705	B
3810	1440	B
1906	654	B
3325	1164	T
6156	1759	B
3067	1048	B
3356	1238	B
4963	906	B
4595	1429	B
2895	882	B
1338	671	B
2079	1165	B
3654	980	B
1537	734	B
608	361	T
3227	1168	B
1385	565	B
603	194	B
2857	1072	B
2294	913	T
4186	1458	B
2666	976	B
515	315	B
1489	661	B
8199	2176	T
3131	1054	B
2846	997	B
698	404	B
2943	905	B
2309	960	T
2157	211	B
914	406	B
1642	706	B
3606	1090	B
1748	717	B
1737	743	B
3916	964	B
3523	1231	B
1569	725	B
845	168	B
505	257	B
4162	1186	T
1948	751	B
1192	633	B
2539	1001	B
2198	839	B
4160	1069	B
4113	1092	B
3308	1044	B
3572	1197	T
8046	1823	T
968	497	B
6767	1848	T
7464	1968	B
2774	986	B
4077	1124	B
4224	1251	B
3616	1065	T
3019	1132	B
1048	602	B
4532	1398	B
1014	556	B
3042	1077	B
7207	2030	T
1553	623	B
896	466	B
3048	935	B
4077	1294	B
2859	1126	B
4334	1489	B
990	404	B
2080	960	B
3521	1016	T
2490	987	T
644	385	B
4201	1275	B
3626	1253	B
3447	651	B
3581	1033	B
12551	2930	T
4228	1221	B
704	407	B
549	309	B
2005	670	T
2095	873	B
647	336	B
9054	2279	T
604	369	B
2787	884	B
1882	903	B
2489	968	B
1375	660	B
6480	1944	B
4157	1706	T
2931	888	B
4655	1432	B
6724	1682	T
536	239	B
2641	916	B
2653	839	B
3010	808	B
2721	865	B
792	479	B
4791	1499	B
2890	1098	B
4467	1218	B
1123	571	B
6446	1825	B
5433	1793	B
1269	686	B
1240	208	B
2194	1100	B
2418	854	B
2656	477	B
3396	961	B
4291	1347	B
4058	1353	B
7348	1952	B
3552	1072	B
2545	1180	B
1282	718	B
920	526	B
9691	2251	T
1767	769	B
4028	1442	B
1261	615	B
927	488	B
903	443	B
4354	1229	B
688	356	B
3359	1219	B
687	328	B
2907	1034	B
2240	850	B
2723	998	B
2991	1034	B
583	306	B
883	455	B
5053	1547	B
2420	923	B
2922	1162	T
3125	958	B
813	437	B
2520	988	B
1023	519	B
2254	840	T
2304	911	B
4095	1382	B
4276	795	B
3022	982	B
2562	881	T
5036	1625	B
2075	708	B
12361	2722	T
6179	1673	B
1994	747	B
4286	1202	B
2119	827	B
3811	1301	B
2635	870	B
4143	1284	B
8836	1989	B
2711	1003	B
3012	1100	T
4127	1151	T
2556	1019	B
3606	1475	B
2388	891	B
1577	691	B
4204	1250	B
2613	978	B
3416	1052	B
704	387	B
4919	1670	B
2872	936	B
1726	759	B
1029	646	T
2380	797	B
6134	1632	T
1221	549	T
3152	1097	T
1395	261	B
5335	1646	B
629	388	B
692	390	B
5558	1769	T
4288	1350	B
4969	1607	B
10437	2470	T
1675	680	B
4922	1495	T
3547	1052	B
1127	559	B
1640	179	B
5889	1626	B
681	370	B
3764	1242	B
5055	1509	B
6939	1937	T
2746	1058	T
2821	1011	B
1632	657	T
1516	716	B
4686	1409	B
593	314	B
3935	1167	T
6787	2318	T
7201	2028	B
1865	840	T
1557	730	B
1321	590	B
731	422	B
1986	719	B
5464	1314	B
4956	1098	B
2682	989	B
2149	833	B
890	499	B
6106	1811	T
5449	1735	T
962	518	B
4360	1380	T
1612	878	B
2602	1063	B
4931	1627	T
1126	571	B
2897	961	T
1712	304	B
4634	1487	B
623	340	T
3460	1290	B
3589	1223	B
1572	645	B
3013	1017	B
1403	455	B
2280	861	B
1981	905	B
27868	3706	T
777	348	B
882	468	B
5861	1566	T
4508	1535	B
2301	864	B
7446	1990	T
2388	955	B
4522	1254	B
2732	1081	B
1245	244	B
1320	721	B
1522	664	B
6709	1912	T
2338	921	B
6348	1371	B
4962	1641	B
2084	892	B
2168	906	B
1062	588	T
3023	998	B
1165	265	B
1330	626	B
3684	955	B
2225	768	T
1627	671	B
4669	1354	B
900	529	T
4816	1223	B
4639	848	T
3108	1188	T
2167	952	B
1463	564	B
3846	1113	T
1378	773	B
1915	962	B
504	266	B
4981	1060	B
3888	1258	B
2051	746	B
2865	1056	B
3818	1236	B
1675	576	B
2589	789	B
6091	1418	T
4392	1134	B
678	454	B
1832	754	B
559	306	B
4182	1324	B
858	421	T
1773	762	B
1830	739	B
6383	1763	B
2055	857	B
3067	1023	T
759	318	B
5047	1478	B
4565	1449	T
3127	1212	B
3917	1365	B
3563	1319	B
3342	1026	B
3092	1186	B
1681	728	B
1212	670	B
2279	927	B
1821	598	B
1567	716	B
4769	1451	B
1711	826	B
3488	1058	B
7575	2198	T
4599	1322	B
4313	1123	T
9626	2181	B
1045	533	B
4436	1313	B
997	590	B
